Product,Category,Price,Stars,Summary,URL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Logitech Mouse MX Vertical, 910-005448",Accessories,S$142.00,4.5,Logitech MX Master2 is an ergonomic gaming mouse. Designed for people with large homer simpson hands. Wireless latency can be a problem for gamers.,https://www.amazon.sg/Logitech-Mouse-MX-Vertical-910-005448/dp/B07FNHV4MW/ref=sr_1_24?dd=XxiCC2ZWJEAm8lrakuHHqw%2C%2C&qid=1695850872&refinements=p_n_prime_domestic%3A7993547051%2Cp_36%3A2000-%2Cp_90%3A6832965051&rnid=6450031051&s=computers&sr=1-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M160 HP WIRED MOUSE - BLACK,Accessories,S$26.80,4.7,"Well this mouse meets all of my requirements. Fast delivery within expectation I wasn't looking for a gaming mouse, I just wanted a mouse to replace the one I broke.",https://www.amazon.sg/M160-HP-WIRED-MOUSE-BLACK/dp/B0827JHZN9/ref=sr_1_25?dd=XxiCC2ZWJEAm8lrakuHHqw%2C%2C&qid=1695850877&refinements=p_n_prime_domestic%3A7993547051%2Cp_36%3A2000-%2Cp_90%3A6832965051&rnid=6450031051&s=computers&sr=1-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Logitech 910-005156 MX Anywhere 2S Wireless Mouse, Graphite Black",Accessories,S$65.80,4.5,Mouse is smooth and responsive. and battery life is quite impressive too. Mouse feels properly balanced and weighted. Not too heavy to move but not too light to induce over-shooting target,https://www.amazon.sg/Logitech-910-005156-Anywhere-Wireless-Graphite/dp/B0721X5V5V/ref=sr_1_26?dd=XxiCC2ZWJEAm8lrakuHHqw%2C%2C&qid=1695850877&refinements=p_n_prime_domestic%3A7993547051%2Cp_36%3A2000-%2Cp_90%3A6832965051&rnid=6450031051&s=computers&sr=1-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Logitech Signature M650 M Wireless Mouse Smartwhell Scrolling Rose,910-006263",Accessories,S$40.79,4.5,"One of the best wireless mice I have used. ergonomics, handling dynamics, and it's very cool scrolling is fantastic. Only downside is its price.",https://www.amazon.sg/Logitech-Signature-Smartwhell-Scrolling-910-006263/dp/B09QXF5TLK/ref=sr_1_27?dd=XxiCC2ZWJEAm8lrakuHHqw%2C%2C&qid=1695850877&refinements=p_n_prime_domestic%3A7993547051%2Cp_36%3A2000-%2Cp_90%3A6832965051&rnid=6450031051&s=computers&sr=1-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Logitech M331 Silent Plus Wireless Mouse 2.4GHZ Connection 1000DPI Red,Accessories,S$21.50,4.6,The noise if light weight and has got this speed and the grip which gives a better experience and has the sensitivity which is work friendly. I bought it 2 years ago and it's working,https://www.amazon.sg/Logitech-Silent-Wireless-Connection-1000DPI/dp/B01MCZFGPK/ref=sr_1_29?dd=XxiCC2ZWJEAm8lrakuHHqw%2C%2C&qid=1695850877&refinements=p_n_prime_domestic%3A7993547051%2Cp_36%3A2000-%2Cp_90%3A6832965051&rnid=6450031051&s=computers&sr=1-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Logitech POP Wireless Mouse with Emoji, Heartbreaker Rose,Pop Mouse",Accessories,S$39.20,4.5,Sleek design and easy to install and use on my iMac. Much better than the mouse you get with the Mac. Easy set up beautiful colour perfect thanks.,https://www.amazon.sg/Logitech-Wireless-Mouse-Heartbreaker-Pop/dp/B09KMJW25M/ref=sr_1_30?dd=XxiCC2ZWJEAm8lrakuHHqw%2C%2C&qid=1695850877&refinements=p_n_prime_domestic%3A7993547051%2Cp_36%3A2000-%2Cp_90%3A6832965051&rnid=6450031051&s=computers&sr=1-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Satechi Slim Aluminum Bluetooth Wireless 18-Key Keypad Keyboard Extension - Compatible with 2017 iMac, iMac Pro, MacBook Pro, MacBook, iPad, iPhone, Dell, Lenovo and More (Space Gray)",Accessories,S$44.81,4.2,"The product is nice design and relatively good quality, but not really up to apple standard. This is shown in the stability of the product, which rattles in use and is a little",https://www.amazon.sg/Aluminum-Bluetooth-Wireless-Keyboard-Extension/dp/B01J4D1KFC/ref=sr_1_31?dd=XxiCC2ZWJEAm8lrakuHHqw%2C%2C&qid=1695850877&refinements=p_n_prime_domestic%3A7993547051%2Cp_36%3A2000-%2Cp_90%3A6832965051&rnid=6450031051&s=computers&sr=1-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Rechargeable Wireless Keyboard Mouse-JOYACCESS 2.4G Full Size Thin Wireless Keyboard and Mouse with Long Battery Life, Ergonomic and Compact Design for Laptop,PC,Desktop,Computer,Windows-Black& Grey",Accessories,S$108.00,4.3,Both the mouse and the keyboard have an almost seamless reaction when using the dongle. The power button on the mouse if a little funny in a way that they off positions is right,https://www.amazon.sg/Rechargeable-Wireless-Mouse-JOYACCESS-Ergonomic-Windows-Black/dp/B07NY7CXSL/ref=sr_1_32?dd=XxiCC2ZWJEAm8lrakuHHqw%2C%2C&qid=1695850877&refinements=p_n_prime_domestic%3A7993547051%2Cp_36%3A2000-%2Cp_90%3A6832965051&rnid=6450031051&s=computers&sr=1-32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Logitech 910-004885 M220 Silent Wireless Mobile Mouse (Grey),Accessories,S$23.90,4.4,"The mouse works well on most surfaces! its rather small though, and while silent most of the time, occasionally, the mouse squeaks when buttons clicked. Works on Windows 10.",https://www.amazon.sg/Logitech-910-004885-Silent-Wireless-Mobile/dp/B01JPOM1K8/ref=sr_1_33?dd=XxiCC2ZWJEAm8lrakuHHqw%2C%2C&qid=1695850877&refinements=p_n_prime_domestic%3A7993547051%2Cp_36%3A2000-%2Cp_90%3A6832965051&rnid=6450031051&s=computers&sr=1-33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Razer RZ01-03150100-R3A1 Basilisk X Hyperspeed Wireless Gaming Mouse,Accessories,S$59.07,4.4,"The Razer Basilisk X Hyperspeed is phenomenal! At its low price point, it is a steal. It is as ergonomic as my old Logitech G502 wired mouse,",https://www.amazon.sg/Razer-RZ01-03150100-R3A1-Basilisk-Hyperspeed-Wireless/dp/B082YF43GQ/ref=sr_1_34?dd=XxiCC2ZWJEAm8lrakuHHqw%2C%2C&qid=1695850877&refinements=p_n_prime_domestic%3A7993547051%2Cp_36%3A2000-%2Cp_90%3A6832965051&rnid=6450031051&s=computers&sr=1-34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jasonwell Kids Drawing Pad Doodle Board 10'' Colorful Toddler Scribbler Board Erasable LCD Writing Tablet Light Drawing Board Educational Learning Toys Gift for 2 3 4 5 6 7 8 Year Old Girls Boys -2PCS,Accessories,S$21.27,4.5,"Not even close to as bright as the pictures show, but enjoyable and reasonably priced nonetheless. Not bad for its purpose and to motivate kids to draw (develop that artistic side) and to",https://www.amazon.sg/Jasonwell-Colorful-Scribbler-Erasable-Educational/dp/B0B1DGTQC5/ref=sr_1_35?dd=XxiCC2ZWJEAm8lrakuHHqw%2C%2C&qid=1695850877&refinements=p_n_prime_domestic%3A7993547051%2Cp_36%3A2000-%2Cp_90%3A6832965051&rnid=6450031051&s=computers&sr=1-35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Perixx Perimice-513 Wired Vertical USB Mouse, 6 Buttons with 1000/1600 DPI, Right Handed Design, black (11168)",Accessories,S$38.56,4.3,"The Perixx ergonomic wired mouse is good for those on a budget. It has a button to switch up the DPI, but the mice buttons themselves can be a bit sluggish",https://www.amazon.sg/Perixx-Perimice-513-Vertical-Buttons-11168/dp/B00GZIA2AE/ref=sr_1_36?dd=XxiCC2ZWJEAm8lrakuHHqw%2C%2C&qid=1695850877&refinements=p_n_prime_domestic%3A7993547051%2Cp_36%3A2000-%2Cp_90%3A6832965051&rnid=6450031051&s=computers&sr=1-36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Mytrix Cute Pink Wireless Keyboard Mouse Set, Kawaii Wireless Mouse Keyboard Combo, 2.4GHz Signal, Silent Office Full-Sized Keyboard, for Mac, PC, with Type-C and USB-A Receiver",Accessories,S$35.77,4.3,"This keyboard and mouse combo is so cute! Its exactly as described and no piece was missing. Bought purely because it's Sakura Haruno related. Fair warning, the top keys on the",https://www.amazon.sg/Mytrix-Wireless-Keyboard-Full-Sized-Receiver/dp/B09GY8S1D2/ref=sr_1_37?dd=XxiCC2ZWJEAm8lrakuHHqw%2C%2C&qid=1695850877&refinements=p_n_prime_domestic%3A7993547051%2Cp_36%3A2000-%2Cp_90%3A6832965051&rnid=6450031051&s=computers&sr=1-37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Bluetooth Keyboard, Multi-Device Wireless Keyboard with Number Keypad, J JOYACCESS Wireless Keyboard Compatible with iMac, Mac, Apple, MacBook Air/Pro,Laptop, Android, Windows,Computer-Silver",Accessories,S$37.98,3.4,"Good quality with reasonable price. Not the best when using Apple option/command/control keys. Better for a PC as it only has x1 left key for command, none on the",https://www.amazon.sg/Bluetooth-Multi-Device-JOYACCESS-Compatible-Computer-Silver/dp/B09156QVFW/ref=sr_1_38?dd=XxiCC2ZWJEAm8lrakuHHqw%2C%2C&qid=1695850877&refinements=p_n_prime_domestic%3A7993547051%2Cp_36%3A2000-%2Cp_90%3A6832965051&rnid=6450031051&s=computers&sr=1-38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Redragon K621 Horus TKL Wireless RGB Mechanical Keyboard, 5.0 BT/2.4 Ghz/Wired Three Modes 80% Ultra-Thin Low Profile Bluetooth Keyboard w/Dedicated Media Control & Linear Red Switches, Black",Accessories,S$75.99,4.1,"This is a linear mechanical low profile keyboard with a lot of customizations for the lighting. Connectivity can be via the provided usb dongle, Bluetooth or the charging cable and it",https://www.amazon.sg/Redragon-K621-Mechanical-Ultra-Thin-Bluetooth/dp/B09BVSFT7X/ref=sr_1_39?dd=XxiCC2ZWJEAm8lrakuHHqw%2C%2C&qid=1695850877&refinements=p_n_prime_domestic%3A7993547051%2Cp_36%3A2000-%2Cp_90%3A6832965051&rnid=6450031051&s=computers&sr=1-39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asus ROG CHAKRAM Wireless RGB Mouse with QI,Accessories,S$140.31,4.5,Default dpi configured max 4000. Need to download asus armoury software to change it. The mouse has excellent innovation with the joystick although it is currently rarely used. However the only,https://www.amazon.sg/Asus-ROG-CHAKRAM-Wireless-Mouse/dp/B0859F3S39/ref=sr_1_40?dd=XxiCC2ZWJEAm8lrakuHHqw%2C%2C&qid=1695850877&refinements=p_n_prime_domestic%3A7993547051%2Cp_36%3A2000-%2Cp_90%3A6832965051&rnid=6450031051&s=computers&sr=1-40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Razer DeathAdder V2 X HyperSpeed Ultra Fast Wireless Gaming Mouse 14K DPI,Black,RZ01-04130100-R3A1",Accessories,S$59.07,4.1,Great bang for buck at USD 41.66 equiv. Size fits for me too where a G502 was slightly too slim. Used for both work and gaming. Fits my hand,https://www.amazon.sg/Razer-DeathAdder-HyperSpeed-Wireless-RZ01-04130100-R3A1/dp/B09KH6NFXG/ref=sr_1_41?dd=XxiCC2ZWJEAm8lrakuHHqw%2C%2C&qid=1695850877&refinements=p_n_prime_domestic%3A7993547051%2Cp_36%3A2000-%2Cp_90%3A6832965051&rnid=6450031051&s=computers&sr=1-41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Logitech K380 Multi-Device Bluetooth Keyboard (Sand),Accessories,S$43.90,4.6,"Ergonomic, economic, portable and lovely! Recommend buy for all who need to get work done fast. Only have bluetooth connectivity. Product is good but caps on off ke light",https://www.amazon.sg/Logitech-K380-Multi-Device-Bluetooth-Keyboard/dp/B0BFBGRCSG/ref=sr_1_42?dd=XxiCC2ZWJEAm8lrakuHHqw%2C%2C&qid=1695850877&refinements=p_n_prime_domestic%3A7993547051%2Cp_36%3A2000-%2Cp_90%3A6832965051&rnid=6450031051&s=computers&sr=1-42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Wireless Keyboard and Mouse Combo Rechargeable 2.4G Ergonomic and Slim for Windows, PC, Laptop,Tablet J JOYACCESS",Accessories,S$93.57,4.3,"The noise level for the keyboard is very low due to the scissor switch design. The keyboard is plug&play, easy to install and use. The media could not be loaded",https://www.amazon.sg/Wireless-Keyboard-Rechargeable-Ergonomic-JOYACCESS/dp/B07GWJFHKB/ref=sr_1_43?dd=XxiCC2ZWJEAm8lrakuHHqw%2C%2C&qid=1695850877&refinements=p_n_prime_domestic%3A7993547051%2Cp_36%3A2000-%2Cp_90%3A6832965051&rnid=6450031051&s=computers&sr=1-43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Toys For Girls 10 Inch Doodle Board With Stylus, Electronic Drawing Tablet For Kids, Drawing Pad Owl Toys For 2 3 4 Year Old Boys Girls，Writing Tablet For Kids Educational Learning Travel Toys",Accessories,S$29.99,4.9,This is great for kids and adults. I've use this to write that my to-do list for the day and it saves me some paper. One of the best bang for your,https://www.amazon.sg/Electronic-Drawing-Girls%EF%BC%8CWriting-Educational-Learning/dp/B0C99QKYVZ/ref=sr_1_44?dd=XxiCC2ZWJEAm8lrakuHHqw%2C%2C&qid=1695850877&refinements=p_n_prime_domestic%3A7993547051%2Cp_36%3A2000-%2Cp_90%3A6832965051&rnid=6450031051&s=computers&sr=1-44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LCD Writing Tablet for Kids Colorful Screen Doodle Board - 11 Inch Electronic Erasable Kids Drawing Tablet Educational Learning Toys Kids Christmas Birthday Gifts for 3 4 5 6 7 8 Year Old Girls Boys,Accessories,S$20.50,3.8,"Shu itesatsutoXiao seru, matahaCan suJi Neng gaiidesu. Se moreinbo-ninari, Xing Wei wos",https://www.amazon.sg/Writing-Tablet-Colorful-Screen-Doodle/dp/B0B4MJ4XVW/ref=sr_1_45?dd=XxiCC2ZWJEAm8lrakuHHqw%2C%2C&qid=1695850877&refinements=p_n_prime_domestic%3A7993547051%2Cp_36%3A2000-%2Cp_90%3A6832965051&rnid=6450031051&s=computers&sr=1-45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Wireless Keyboard Mouse Combo, J JOYACCESS Ergonomic and Cordless Keyboard and Mouse Set for PC,Windows, Computer, Laptop, Desktop, Chromebook,Mac-Grey",Accessories,S$35.77,4.1,"Top quality for the price. The mouse is the underrated extra - fantastic ergonomic design. I received a dirty, used item, with traces of sticky food on the unsealed box,",https://www.amazon.sg/Wireless-Keyboard-JOYACCESS-Ergonomic-Chromebook/dp/B07Z622Q53/ref=sr_1_46?dd=XxiCC2ZWJEAm8lrakuHHqw%2C%2C&qid=1695850877&refinements=p_n_prime_domestic%3A7993547051%2Cp_36%3A2000-%2Cp_90%3A6832965051&rnid=6450031051&s=computers&sr=1-46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Logitech G Pro Wireless Gaming Mouse with Esports Grade Performance, Black",Accessories,S$31.35,4.7,"The Logitech G Pro Wireless Gaming Mouse is a masterpiece of gaming technology that leaves no stone unturned in the pursuit of excellence. Its wireless performance, professional-grade sensor, ergonomic",https://www.amazon.sg/Logitech-Wireless-Gaming-Esports-Performance/dp/B07GCKQD77/ref=sr_1_47?dd=XxiCC2ZWJEAm8lrakuHHqw%2C%2C&qid=1695850877&refinements=p_n_prime_domestic%3A7993547051%2Cp_36%3A2000-%2Cp_90%3A6832965051&rnid=6450031051&s=computers&sr=1-47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Razer Orochi V2 Mobile Wireless Gaming Mouse 2nd Gen 5G 18K DPI White,RZ01-03730400-R3A1",Accessories,S$82.90,4.4,This is by far the best mouse I've used. Mainly because of the shape and size. I prefer this powdery matte texture and look of this mouse over the shiny plastic.,https://www.amazon.sg/Razer-Orochi-Mobile-Wireless-RZ01-03730400-R3A1/dp/B093YF77TT/ref=sr_1_50?dd=XxiCC2ZWJEAm8lrakuHHqw%2C%2C&qid=1695850881&refinements=p_n_prime_domestic%3A7993547051%2Cp_36%3A2000-%2Cp_90%3A6832965051&rnid=6450031051&s=computers&sr=1-50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
